premise,choice1,choice2,question,difficulty,answer,label,split,input,output,task,option1,option2
The group was offended by the woman's faux pas.,The woman apologized.,The woman was relieved.,effect,,1,0,train,"the group was offended by the woman's faux pas.
what was the effect?
(a) the woman apologized
(b) the woman was relieved",the woman apologized,copa,the woman apologized,the woman was relieved
The woman was correctly convicted for the crime.,The jury was fair.,She was framed.,cause,,1,0,train,"the woman was correctly convicted for the crime.
what was the cause?
(a) the jury was fair
(b) she was framed",the jury was fair,copa,the jury was fair,she was framed
The defendant listened anxiously.,The courtroom broke into uproar.,The jury announced its verdict.,cause,,2,1,train,"the defendant listened anxiously.
what was the cause?
(a) the courtroom broke into uproar
(b) the jury announced its verdict",the jury announced its verdict,copa,the courtroom broke into uproar,the jury announced its verdict
The woman wanted to sell her computer hardware.,She installed new software on the computer.,She deleted old files on the computer.,effect,,2,1,train,"the woman wanted to sell her computer hardware.
what was the effect?
(a) she installed new software on the computer
(b) she deleted old files on the computer",she deleted old files on the computer,copa,she installed new software on the computer,she deleted old files on the computer
The doctors amputated the patient's leg.,It was badly bruised.,It was severely infected.,cause,,2,1,train,"the doctors amputated the patient's leg.
what was the cause?
(a) it was badly bruised
(b) it was severely infected",it was severely infected,copa,it was badly bruised,it was severely infected
The shirt became clean.,I poured bleach on it.,I put it in the dryer.,cause,,1,0,train,"the shirt became clean.
what was the cause?
(a) i poured bleach on it
(b) i put it in the dryer",i poured bleach on it,copa,i poured bleach on it,i put it in the dryer
The woman hit a midlife crisis.,She went sky diving.,She retired.,effect,,1,0,train,"the woman hit a midlife crisis.
what was the effect?
(a) she went sky diving
(b) she retired",she went sky diving,copa,she went sky diving,she retired
I reached the top of the building.,I walked upstairs.,I ran five miles.,cause,,1,0,train,"i reached the top of the building.
what was the cause?
(a) i walked upstairs
(b) i ran five miles",i walked upstairs,copa,i walked upstairs,i ran five miles
I ran the ice cube under warm water.,The ice cube vanished.,The ice cube stuck to my fingers.,effect,,1,0,train,"i ran the ice cube under warm water.
what was the effect?
(a) the ice cube vanished
(b) the ice cube stuck to my fingers",the ice cube vanished,copa,the ice cube vanished,the ice cube stuck to my fingers
The woman dropped syrup on the piano.,A sound played.,The key got stuck.,effect,,2,1,train,"the woman dropped syrup on the piano.
what was the effect?
(a) a sound played
(b) the key got stuck",the key got stuck,copa,a sound played,the key got stuck
The shirt shrunk.,I put it in the dryer.,I poured bleach on it.,cause,,1,0,train,"the shirt shrunk.
what was the cause?
(a) i put it in the dryer
(b) i poured bleach on it",i put it in the dryer,copa,i put it in the dryer,i poured bleach on it
My body cast a shadow over the grass.,The sun was rising.,The grass was cut.,cause,,1,0,train,"my body cast a shadow over the grass.
what was the cause?
(a) the sun was rising
(b) the grass was cut",the sun was rising,copa,the sun was rising,the grass was cut
I turned the light switch off.,The light faded.,The light flickered.,effect,,1,0,train,"i turned the light switch off.
what was the effect?
(a) the light faded
(b) the light flickered",the light faded,copa,the light faded,the light flickered
The airline mishandled my luggage.,They cancelled my flight.,They offered me compensation.,effect,,2,1,train,"the airline mishandled my luggage.
what was the effect?
(a) they cancelled my flight
(b) they offered me compensation",they offered me compensation,copa,they cancelled my flight,they offered me compensation
The woman and her boyfriend got into a fight.,They planned a vacation together.,They stopped seeing each other.,effect,,2,1,train,"the woman and her boyfriend got into a fight.
what was the effect?
(a) they planned a vacation together
(b) they stopped seeing each other",they stopped seeing each other,copa,they planned a vacation together,they stopped seeing each other
Several witnesses of the crime testified against the suspect.,The suspect was acquitted.,The suspect was convicted.,effect,,2,1,train,"several witnesses of the crime testified against the suspect.
what was the effect?
(a) the suspect was acquitted
(b) the suspect was convicted",the suspect was convicted,copa,the suspect was acquitted,the suspect was convicted
The gardener pulled the weeds.,The weeds produced seeds.,The weeds came out of the soil.,effect,,2,1,train,"the gardener pulled the weeds.
what was the effect?
(a) the weeds produced seeds
(b) the weeds came out of the soil",the weeds came out of the soil,copa,the weeds produced seeds,the weeds came out of the soil
The children ran through the sprinkler.,They were hot.,They ate popsicles.,cause,,1,0,train,"the children ran through the sprinkler.
what was the cause?
(a) they were hot
(b) they ate popsicles",they were hot,copa,they were hot,they ate popsicles
My skin was dry.,I went hiking.,I went swimming.,cause,,2,1,train,"my skin was dry.
what was the cause?
(a) i went hiking
(b) i went swimming",i went swimming,copa,i went hiking,i went swimming
The man removed his coat.,He entered the house.,He loosened his tie.,cause,,1,0,train,"the man removed his coat.
what was the cause?
(a) he entered the house
(b) he loosened his tie",he entered the house,copa,he entered the house,he loosened his tie
The car looked filthy.,He owner took it in for a paint job.,The owner took it to the car wash.,effect,,2,1,train,"the car looked filthy.
what was the effect?
(a) he owner took it in for a paint job
(b) the owner took it to the car wash",the owner took it to the car wash,copa,he owner took it in for a paint job,the owner took it to the car wash
The man flushed repeatedly.,The toilet filled with water.,Water flowed from the spout.,effect,,1,0,train,"the man flushed repeatedly.
what was the effect?
(a) the toilet filled with water
(b) water flowed from the spout",the toilet filled with water,copa,the toilet filled with water,water flowed from the spout
The man threw his cigarettes away.,He was addicted to nicotine.,His family urged him to quit smoking.,cause,,2,1,train,"the man threw his cigarettes away.
what was the cause?
(a) he was addicted to nicotine
(b) his family urged him to quit smoking",his family urged him to quit smoking,copa,he was addicted to nicotine,his family urged him to quit smoking
The customer had enough money for the souvenir.,He bargained with the vendor.,The vender sold it to him.,effect,,2,1,train,"the customer had enough money for the souvenir.
what was the effect?
(a) he bargained with the vendor
(b) the vender sold it to him",the vender sold it to him,copa,he bargained with the vendor,the vender sold it to him
The woman betrayed her friend.,Her friend cut off contact with her.,Her friend sent her a greeting card.,effect,,1,0,train,"the woman betrayed her friend.
what was the effect?
(a) her friend cut off contact with her
(b) her friend sent her a greeting card",her friend cut off contact with her,copa,her friend cut off contact with her,her friend sent her a greeting card
The sand at the beach was too hot.,I put my shoes on.,I shook my foot.,effect,,1,0,train,"the sand at the beach was too hot.
what was the effect?
(a) i put my shoes on
(b) i shook my foot",i put my shoes on,copa,i put my shoes on,i shook my foot
The windows were left open.,The paint on the walls was wet.,The floor contained broken glass.,cause,,1,0,train,"the windows were left open.
what was the cause?
(a) the paint on the walls was wet
(b) the floor contained broken glass",the paint on the walls was wet,copa,the paint on the walls was wet,the floor contained broken glass
The patient could not afford the medical procedure.,The procedure was costly.,Specialists recommended the procedure.,cause,,1,0,train,"the patient could not afford the medical procedure.
what was the cause?
(a) the procedure was costly
(b) specialists recommended the procedure",the procedure was costly,copa,the procedure was costly,specialists recommended the procedure
